workerid, condition, stimulus, ground_truth, response, correct, rt
A2S4YDJ9UGAXFQ,  150, 051, 0, 0, 1, 1969
A2S4YDJ9UGAXFQ,  150, 046, 1, 1, 1, 965
A2S4YDJ9UGAXFQ,  150, 040, 1, 0, 0, 1537
A2S4YDJ9UGAXFQ,  150, 068, 0, 0, 1, 1281
A2S4YDJ9UGAXFQ,  150, 087, 0, 0, 1, 1297
A2S4YDJ9UGAXFQ,  150, 021, 1, 0, 0, 963
A2S4YDJ9UGAXFQ,  150, 080, 0, 0, 1, 3721
A2S4YDJ9UGAXFQ,  150, 078, 0, 1, 0, 780
A2S4YDJ9UGAXFQ,  150, 003, 1, 1, 1, 948
A2S4YDJ9UGAXFQ,  150, 030, 1, 1, 1, 1076
A2S4YDJ9UGAXFQ,  150, 067, 0, 0, 1, 1035
A2S4YDJ9UGAXFQ,  150, 047, 1, 1, 1, 1745
A2S4YDJ9UGAXFQ,  150, 060, 0, 0, 1, 982
A2S4YDJ9UGAXFQ,  150, 029, 1, 1, 1, 1271
A2S4YDJ9UGAXFQ,  150, 049, 0, 1, 0, 1431
A2S4YDJ9UGAXFQ,  150, 071, 0, 0, 1, 2412
A2S4YDJ9UGAXFQ,  150, 061, 0, 1, 0, 1094
A2S4YDJ9UGAXFQ,  150, 020, 1, 0, 0, 1848
A2S4YDJ9UGAXFQ,  150, 036, 1, 1, 1, 1555
A2S4YDJ9UGAXFQ,  150, 012, 1, 0, 0, 1382
A2S4YDJ9UGAXFQ,  150, 045, 1, 1, 1, 1168
A2S4YDJ9UGAXFQ,  150, 004, 1, 0, 0, 1284
A2S4YDJ9UGAXFQ,  150, 025, 1, 1, 1, 1482
A2S4YDJ9UGAXFQ,  150, 016, 1, 0, 0, 1106
A2S4YDJ9UGAXFQ,  150, 054, 0, 1, 0, 1258
A2S4YDJ9UGAXFQ,  150, 057, 0, 0, 1, 1405
A2S4YDJ9UGAXFQ,  150, 039, 1, 1, 1, 1133
A2S4YDJ9UGAXFQ,  150, 008, 1, 1, 1, 1133
A2S4YDJ9UGAXFQ,  150, 052, 0, 0, 1, 981
A2S4YDJ9UGAXFQ,  150, 063, 0, 0, 1, 932
A2S4YDJ9UGAXFQ,  150, 053, 0, 1, 0, 1287
A2S4YDJ9UGAXFQ,  150, 086, 0, 1, 0, 1062
A2S4YDJ9UGAXFQ,  150, 017, 1, 0, 0, 972
A2S4YDJ9UGAXFQ,  150, 091, 0, 0, 1, 1058
A2S4YDJ9UGAXFQ,  150, 096, 0, 1, 0, 1039
A2S4YDJ9UGAXFQ,  150, 015, 1, 1, 1, 959
A2S4YDJ9UGAXFQ,  150, 032, 1, 1, 1, 1148
A2S4YDJ9UGAXFQ,  150, 014, 1, 0, 0, 1084
A2S4YDJ9UGAXFQ,  150, 011, 1, 0, 0, 3429
A2S4YDJ9UGAXFQ,  150, 002, 1, 1, 1, 1945
A2S4YDJ9UGAXFQ,  150, 089, 0, 1, 0, 972
A2S4YDJ9UGAXFQ,  150, 074, 0, 0, 1, 1231
A2S4YDJ9UGAXFQ,  150, 018, 1, 1, 1, 1109
A2S4YDJ9UGAXFQ,  150, 079, 0, 0, 1, 1409
A2S4YDJ9UGAXFQ,  150, 084, 0, 1, 0, 1006
A2S4YDJ9UGAXFQ,  150, 034, 1, 1, 1, 1041
A2S4YDJ9UGAXFQ,  150, 070, 0, 0, 1, 1219
A2S4YDJ9UGAXFQ,  150, 083, 0, 1, 0, 1363
A2S4YDJ9UGAXFQ,  150, 075, 0, 1, 0, 1225
A2S4YDJ9UGAXFQ,  150, 064, 0, 1, 0, 1322
A2S4YDJ9UGAXFQ,  150, 072, 0, 0, 1, 1360
A2S4YDJ9UGAXFQ,  150, 065, 0, 1, 0, 901
A2S4YDJ9UGAXFQ,  150, 031, 1, 1, 1, 1157
A2S4YDJ9UGAXFQ,  150, 028, 1, 1, 1, 1144
A2S4YDJ9UGAXFQ,  150, 043, 1, 1, 1, 1189
A2S4YDJ9UGAXFQ,  150, 094, 0, 0, 1, 1873
A2S4YDJ9UGAXFQ,  150, 077, 0, 1, 0, 1137
A2S4YDJ9UGAXFQ,  150, 009, 1, 1, 1, 1050
A2S4YDJ9UGAXFQ,  150, 059, 0, 1, 0, 1272
A2S4YDJ9UGAXFQ,  150, 035, 1, 0, 0, 1080
A2S4YDJ9UGAXFQ,  150, 066, 0, 0, 1, 1400
A2ORPKVJKI0EIO,  150, 077, 0, 1, 0, 894
A2ORPKVJKI0EIO,  150, 027, 1, 1, 1, 1767
A2ORPKVJKI0EIO,  150, 057, 0, 0, 1, 534
A2ORPKVJKI0EIO,  150, 029, 1, 0, 0, 528
A2ORPKVJKI0EIO,  150, 036, 1, 0, 0, 743
A2ORPKVJKI0EIO,  150, 054, 0, 1, 0, 957
A2ORPKVJKI0EIO,  150, 075, 0, 0, 1, 1275
A2ORPKVJKI0EIO,  150, 083, 0, 1, 0, 1023
A2ORPKVJKI0EIO,  150, 016, 1, 1, 1, 1421
A2ORPKVJKI0EIO,  150, 096, 0, 1, 0, 916
A2ORPKVJKI0EIO,  150, 067, 0, 1, 0, 1125
A2ORPKVJKI0EIO,  150, 064, 0, 1, 0, 1282
A2ORPKVJKI0EIO,  150, 049, 0, 0, 1, 815
A2ORPKVJKI0EIO,  150, 041, 1, 1, 1, 1045
A2ORPKVJKI0EIO,  150, 023, 1, 1, 1, 1289
A2ORPKVJKI0EIO,  150, 072, 0, 0, 1, 871
A2ORPKVJKI0EIO,  150, 070, 0, 1, 0, 1006
A2ORPKVJKI0EIO,  150, 011, 1, 1, 1, 1026
A2ORPKVJKI0EIO,  150, 071, 0, 0, 1, 1050
A2ORPKVJKI0EIO,  150, 017, 1, 0, 0, 1218
A2ORPKVJKI0EIO,  150, 038, 1, 1, 1, 844
A2ORPKVJKI0EIO,  150, 018, 1, 1, 1, 865
A2ORPKVJKI0EIO,  150, 001, 1, 1, 1, 733
A2ORPKVJKI0EIO,  150, 004, 1, 1, 1, 777
A2ORPKVJKI0EIO,  150, 065, 0, 0, 1, 1068
A2ORPKVJKI0EIO,  150, 047, 1, 0, 0, 842
A2ORPKVJKI0EIO,  150, 050, 0, 0, 1, 1162
A2ORPKVJKI0EIO,  150, 007, 1, 0, 0, 840
A2ORPKVJKI0EIO,  150, 031, 1, 1, 1, 789
A2ORPKVJKI0EIO,  150, 085, 0, 0, 1, 1156
A2ORPKVJKI0EIO,  150, 005, 1, 1, 1, 791
A2ORPKVJKI0EIO,  150, 014, 1, 1, 1, 860
A2ORPKVJKI0EIO,  150, 033, 1, 1, 1, 1127
A2ORPKVJKI0EIO,  150, 026, 1, 1, 1, 893
A2ORPKVJKI0EIO,  150, 051, 0, 0, 1, 934
A2ORPKVJKI0EIO,  150, 090, 0, 1, 0, 976
A2ORPKVJKI0EIO,  150, 040, 1, 1, 1, 966
A2ORPKVJKI0EIO,  150, 034, 1, 0, 0, 789
A2ORPKVJKI0EIO,  150, 076, 0, 0, 1, 1178
A2ORPKVJKI0EIO,  150, 087, 0, 0, 1, 1726
A2ORPKVJKI0EIO,  150, 056, 0, 1, 0, 752
A2ORPKVJKI0EIO,  150, 010, 1, 1, 1, 1001
A2ORPKVJKI0EIO,  150, 074, 0, 0, 1, 1046
A2ORPKVJKI0EIO,  150, 043, 1, 1, 1, 997
A2ORPKVJKI0EIO,  150, 039, 1, 1, 1, 862
A2ORPKVJKI0EIO,  150, 013, 1, 1, 1, 818
A2ORPKVJKI0EIO,  150, 055, 0, 1, 0, 806
A2ORPKVJKI0EIO,  150, 053, 0, 0, 1, 1012
A2ORPKVJKI0EIO,  150, 020, 1, 1, 1, 855
A2ORPKVJKI0EIO,  150, 015, 1, 1, 1, 1021
A2ORPKVJKI0EIO,  150, 032, 1, 1, 1, 799
A2ORPKVJKI0EIO,  150, 081, 0, 0, 1, 1610
A2ORPKVJKI0EIO,  150, 019, 1, 0, 0, 1171
A2ORPKVJKI0EIO,  150, 045, 1, 0, 0, 1021
A2ORPKVJKI0EIO,  150, 094, 0, 1, 0, 717
A2ORPKVJKI0EIO,  150, 063, 0, 1, 0, 808
A2ORPKVJKI0EIO,  150, 008, 1, 1, 1, 812
A2ORPKVJKI0EIO,  150, 062, 0, 0, 1, 1283
A2ORPKVJKI0EIO,  150, 089, 0, 1, 0, 1112
A2ORPKVJKI0EIO,  150, 037, 1, 1, 1, 1018
A2ORPKVJKI0EIO,  150, 084, 0, 0, 1, 922
A2ORPKVJKI0EIO,  150, 095, 0, 0, 1, 1405
A2ORPKVJKI0EIO,  150, 021, 1, 1, 1, 981
A2ORPKVJKI0EIO,  150, 059, 0, 0, 1, 868
A2ORPKVJKI0EIO,  150, 068, 0, 0, 1, 1407
A2ORPKVJKI0EIO,  150, 082, 0, 1, 0, 1190
A2ORPKVJKI0EIO,  150, 052, 0, 0, 1, 626
A2ORPKVJKI0EIO,  150, 088, 0, 0, 1, 822
A2ORPKVJKI0EIO,  150, 061, 0, 0, 1, 1094
A2ORPKVJKI0EIO,  150, 006, 1, 1, 1, 754
A2ORPKVJKI0EIO,  150, 086, 0, 0, 1, 1370
A2ORPKVJKI0EIO,  150, 048, 1, 0, 0, 2560
A2ORPKVJKI0EIO,  150, 091, 0, 0, 1, 730
A2ORPKVJKI0EIO,  150, 002, 1, 1, 1, 715
A2ORPKVJKI0EIO,  150, 012, 1, 1, 1, 713
A2ORPKVJKI0EIO,  150, 028, 1, 1, 1, 838
A2ORPKVJKI0EIO,  150, 024, 1, 1, 1, 789
A2ORPKVJKI0EIO,  150, 080, 0, 1, 0, 1150
A2ORPKVJKI0EIO,  150, 092, 0, 0, 1, 1260
A2ORPKVJKI0EIO,  150, 060, 0, 1, 0, 784
A2ORPKVJKI0EIO,  150, 022, 1, 1, 1, 741
A2ORPKVJKI0EIO,  150, 044, 1, 0, 0, 935
A2ORPKVJKI0EIO,  150, 066, 0, 0, 1, 1295
A2ORPKVJKI0EIO,  150, 069, 0, 0, 1, 951
A2ORPKVJKI0EIO,  150, 078, 0, 0, 1, 1019
A2ORPKVJKI0EIO,  150, 046, 1, 1, 1, 965
A2ORPKVJKI0EIO,  150, 073, 0, 0, 1, 839
A2ORPKVJKI0EIO,  150, 035, 1, 1, 1, 1117
A2ORPKVJKI0EIO,  150, 003, 1, 0, 0, 1007
A2ORPKVJKI0EIO,  150, 042, 1, 1, 1, 866
A2ORPKVJKI0EIO,  150, 058, 0, 0, 1, 798
A2ORPKVJKI0EIO,  150, 025, 1, 1, 1, 1265
A2ORPKVJKI0EIO,  150, 079, 0, 0, 1, 883
A2ORPKVJKI0EIO,  150, 009, 1, 1, 1, 886
A2ORPKVJKI0EIO,  150, 093, 0, 0, 1, 1686
A2ORPKVJKI0EIO,  150, 030, 1, 1, 1, 1035
A3EHI7J2E5DSJK,  150, 050, 0, 0, 1, 1591
A3EHI7J2E5DSJK,  150, 004, 1, 0, 0, 1150
A3EHI7J2E5DSJK,  150, 027, 1, 1, 1, 745
A3EHI7J2E5DSJK,  150, 053, 0, 0, 1, 714
A3EHI7J2E5DSJK,  150, 060, 0, 0, 1, 885
A3EHI7J2E5DSJK,  150, 010, 1, 1, 1, 878
A3EHI7J2E5DSJK,  150, 070, 0, 0, 1, 749
A3EHI7J2E5DSJK,  150, 067, 0, 0, 1, 810
A3EHI7J2E5DSJK,  150, 039, 1, 1, 1, 886
A3EHI7J2E5DSJK,  150, 017, 1, 0, 0, 741
A3EHI7J2E5DSJK,  150, 080, 0, 0, 1, 851
A3EHI7J2E5DSJK,  150, 064, 0, 0, 1, 922
A3EHI7J2E5DSJK,  150, 089, 0, 1, 0, 1593
A3EHI7J2E5DSJK,  150, 033, 1, 1, 1, 1305
A3EHI7J2E5DSJK,  150, 031, 1, 0, 0, 1102
A3EHI7J2E5DSJK,  150, 074, 0, 0, 1, 1093
A3EHI7J2E5DSJK,  150, 025, 1, 1, 1, 791
A3EHI7J2E5DSJK,  150, 019, 1, 1, 1, 785
A3EHI7J2E5DSJK,  150, 047, 1, 0, 0, 1138
A3EHI7J2E5DSJK,  150, 029, 1, 0, 0, 1368
A3EHI7J2E5DSJK,  150, 030, 1, 1, 1, 1110
A3EHI7J2E5DSJK,  150, 087, 0, 0, 1, 1139
A3EHI7J2E5DSJK,  150, 042, 1, 1, 1, 891
A3EHI7J2E5DSJK,  150, 035, 1, 0, 0, 856
A3EHI7J2E5DSJK,  150, 088, 0, 0, 1, 904
A3EHI7J2E5DSJK,  150, 045, 1, 0, 0, 1424
A3EHI7J2E5DSJK,  150, 075, 0, 1, 0, 875
A3EHI7J2E5DSJK,  150, 043, 1, 1, 1, 819
A3EHI7J2E5DSJK,  150, 011, 1, 1, 1, 1165
A3EHI7J2E5DSJK,  150, 003, 1, 1, 1, 1120
A3EHI7J2E5DSJK,  150, 049, 0, 0, 1, 1008
A3EHI7J2E5DSJK,  150, 086, 0, 0, 1, 1290
A3EHI7J2E5DSJK,  150, 072, 0, 1, 0, 818
A3EHI7J2E5DSJK,  150, 026, 1, 1, 1, 880
A3EHI7J2E5DSJK,  150, 096, 0, 1, 0, 1632
A3EHI7J2E5DSJK,  150, 068, 0, 1, 0, 1137
